2/09/18, 19:04 - Jane: Also
2/09/18, 19:04 - Jane: I found out
2/09/18, 19:04 - Jane: Like yesterday
2/09/18, 19:04 - Jane: She has nipples
2/09/18, 19:05 - Jane: I thought she was a genderless Cat
2/09/18, 19:05 - Jane: Lol
2/09/18, 19:05 - John: But
2/09/18, 21:53 - Jane: Hm
2/09/18, 22:16 - John: ??
2/09/18, 22:29 - Jane: Wdym
2/09/18, 22:30 - John: IMG-20180902-WA0005.jpg (file attached)
Handwriting so embarrassing
2/09/18, 22:30 - John: But it's hard to write upside down
2/09/18, 22:30 - Jane: Aww
2/09/18, 22:30 - Jane: ??
2/09/18, 22:31 - Jane: That�s so cute
2/09/18, 22:31 - Jane: But also
2/09/18, 22:31 - John: Lol
2/09/18, 22:31 - Jane: Wash it off nowwwww
2/09/18, 22:31 - John: Nah
2/09/18, 22:31 - Jane: Yeee
2/09/18, 22:31 - John: I wanna keep it
2/09/18, 22:31 - John: I like it
2/09/18, 22:31 - Jane: Buttt
2/09/18, 22:32 - Jane: What if someone sees
2/09/18, 22:32 - John: I want them to see

